"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ICAM2",1.43618414360431,2.43068121970208,0.838551425549142,2.89866685052774,0.00374752854668577,0.152426211379642
"IFFO1",1.73350223459882,2.28472158003319,0.64172335060637,3.56029054868323,0.000370444686938143,0.043473588167124
"IFFO2",2.04334576639825,2.70281134029469,1.12954761178526,2.39282639535917,0.0167191498585171,0.276912981732898
"IFI35",1.9530041286879,1.5457179349338,0.45638321669229,3.3868860168361,0.000706907508836965,0.0652693940328365
"IFI6",7.30256814251823,1.60483507499904,0.560836512839619,2.86150248469641,0.00421638198719304,0.158182934802009
"IGF1",0.567521812802695,2.70211214603632,1.29029436498387,2.09418270695935,0.0362437076469558,NA
"IKZF1",1.46773689405237,3.13330293635868,1.40046938262208,2.23732341116393,0.0252652101862278,0.31613364616543
"IKZF3",1.93378518204047,3.36070161445008,0.896118658739168,3.7502863953068,0.000176632715320914,0.0267226145335508
"IL15RA",0.558528862310525,2.25251618812143,0.870782864205759,2.58677137632463,0.00968798486327416,NA
"IL17RD",1.06887716831569,2.51864661435565,0.557490753919594,4.51782670232214,6.24775845392302e-06,0.00313812411623645
"IL27RA",0.803236092232094,1.81785137104842,0.839447025635891,2.16553435241655,0.0303467875937297,NA
"IL2RG",9.49713519153269,5.79334999272844,1.34466623760877,4.30839254433189,1.64445336413737e-05,0.00529471817781357
"ILVBL",4.45969263596345,1.37173503727575,0.367468035849993,3.73293702703361,0.000189259924603694,0.0274179359993654
"INAFM1",3.73076500631552,1.63773895052701,0.390385831794923,4.19518029892885,2.72654614527656e-05,0.0076082755436084
"INHBA",0.792939226837378,1.85376290832318,0.900412615751147,2.05879268670256,0.0395141025606692,NA
